>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#1;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
299;Ksi¹¿enicka;R-k Golejów Rondo;;;;Siedliska;242;0;0;;;;;;;ABus;;;18,33,18.0;50,08,37.0;Brak;50;;Gol Rondo;Golejów Rondo;Gol Rondo;;Golejów Rondo;Golejów Rondo;Ksi¹¿enicka;Rybnik;;RYBNIK;GOLEJÓW;;497;.GRZEGORZ;23-04-2021;13:00:41;;;;;;;
300;Gliwicka;R-k Golejów Siedliska;;;;Skrzy¿;216;1;0;;;;;;;ABus;;;18,32,48.1;50,08,53.2;Brak;50;;Gol Siedl;Golejów Siedliska;Gol Siedl;;Golejów Siedliska;Golejów Siedliska;Gliwicka;Rybnik;;RYBNIK;GOLEJÓW;;443;.GRZEGORZ;23-04-2021;13:00:55;;;;;;;
301;Gliwicka;R-k Golejów Siedliska;;;;M³ynek;216;0;0;;;;;;;ABus;;;18,32,49.5;50,08,53.0;Brak;50;;Gol Siedl;Golejów Siedliska;Gol Siedl;;Golejów Siedliska;Golejów Siedliska;Gliwicka;Rybnik;;RYBNIK;GOLEJÓW;;442;.GRZEGORZ;23-04-2021;13:01:12;;;;;;;
302;Gliwicka;R-k Golejów Skrzy¿owanie;;;;Siedliska;200;0;0;;;;;;;ABus;;;18,32,56.2;50,08,35.5;Brak;50;;Gol Skrzy¿;Golejów Skrzy¿owanie;Gol Skrzy¿;;Golejów Skrzy¿owanie;Golejów Skrzy¿owanie;Gliwicka;Rybnik;;RYBNIK;GOLEJÓW;;405;.GRZEGORZ;23-04-2021;13:01:32;;;;;;;
303;Gliwicka;R-k Golejów Skrzy¿owanie;;;;Szko³a;200;2;0;;;;;;;ABus;;;18,32,54.7;50,08,37.8;Brak;50;;Gol Skrzy¿;Golejów Skrzy¿owanie;Gol Skrzy¿;;Golejów Skrzy¿owanie;Golejów Skrzy¿owanie;Gliwicka;Rybnik;;RYBNIK;GOLEJÓW;;449;.GRZEGORZ;23-04-2021;13:01:55;;;;;;;
304;Gliwicka;R-k Golejów Skrzy¿owanie;;;;Górka;200;1;0;;;;;;;ABus;;;18,32,55.3;50,08,38.0;Brak;50;;Gol Skrzy¿;Golejów Skrzy¿owanie;Gol Skrzy¿;;Golejów Skrzy¿owanie;Golejów Skrzy¿owanie;Gliwicka;Rybnik;;RYBNIK;GOLEJÓW;;448;.GRZEGORZ;23-04-2021;13:02:07;;;;;;;
305;KEN;R-k Golejów Szko³a;;;;Skrzy¿;213;1;0;;;;;;;ABus;;;18,32,34.1;50,08,39.1;Brak;50;;Gol Szko³a;Golejów Szko³a;Gol Szko³a;;Golejów Szko³a;Golejów Szko³a;KEN;Rybnik;;RYBNIK;GOLEJÓW;;437;.GRZEGORZ;23-04-2021;13:02:20;;;;;;;
306;KEN;R-k Golejów Szko³a;;;;Grabownia;213;0;0;;;;;;;ABus;;;18,32,35.2;50,08,39.1;Brak;50;;Gol Szko³a;Golejów Szko³a;Gol Szko³a;;Golejów Szko³a;Golejów Szko³a;KEN;Rybnik;;RYBNIK;GOLEJÓW;;436;.GRZEGORZ;26-01-2018;11:07:00;;;;;;;
307;¯orska;R-k Gotartowice;;;;KuŸnia;27;1;0;;;;;;;ABus;;;18,36,39.6;50,04,48.2;Brak;50;;Gotartowice;Gotartowice ¯orska;Gotartowice;;Gotartowice ¯orska;Gotartowice ¯orska;¯orska;Rybnik;;RYBNIK;GOTARTOWICE;;55;.GRZEGORZ;23-04-2021;13:06:52;;;;;;;
308;Sygna³y;R-k Gotartowice;;;;Ku¿nia;27;2;0;;;;;;;ABus;;;18,36,45.4;50,04,49.4;Brak;50;;Gotartowice;Gotartowice;Gotartowice;;Gotartowice;Gotartowice;Sygna³y;Rybnik;;RYBNIK;GOTARTOWICE;;391;.GRZEGORZ;23-04-2021;13:08:59;;;;;;;
309;¯orska;R-k Gotartowice;;;;Lotnisko;27;0;0;;;;;;;ABus;;;18,36,48.7;50,04,45.0;Brak;50;;Gotartowice;Gotartowice ¯orska;Gotartowice;;Gotartowice ¯orska;Gotartowice ¯orska;¯orska;Rybnik;;RYBNIK;GOTARTOWICE;;54;.GRZEGORZ;24-11-2017;08:43:00;;;;;;;
310;Sygna³y;R-k Gotartowice;;;;Skrzy¿;27;3;0;;;;;;;ABus;;;18,36,45.4;50,04,49.4;Brak;50;;Gotartowice;Gotartowice;Gotartowice;;Gotartowice;Gotartowice;Sygna³y;Rybnik;;RYBNIK;GOTARTOWICE;;593;.GRZEGORZ;23-04-2021;13:09:21;;;;;;;
311;Gotartowicka;R-k Gotartowice Gotartowicka;;;;Stare;301;0;0;;;;;;;ABus;;;18,36,31.6;50,04,17.6;Brak;50;;G. Gotartowicka;Gotartowice Gotartowicka;G. Gotartowicka;;Gotartowice Gotartowicka;Gotartowice Gotartowicka;Gotartowicka;Rybnik;;RYBNIK;GOTARTOWICE;;616;.GRZEGORZ;23-04-2021;13:09:40;;;;;;;
312;Gotartowicka;R-k Gotartowice Gotartowicka;;;;Stra¿;301;1;0;;;;;;;ABus;;;18,36,40.7;50,04,22.3;Brak;50;;G. Gotartowicka;Gotartowice Gotartowicka;G. Gotartowicka;;Gotartowice Gotartowicka;Gotartowice Gotartowicka;Gotartowicka;Rybnik;;RYBNIK;GOTARTOWICE;;617;.GRZEGORZ;23-04-2021;13:10:27;;;;;;;
313;¯orska;R-k Gotartowice Lotnisko;;;;Œwietlica;28;0;0;;;;;;;ABus;;;18,38,20.3;50,04,15.2;Brak;50;;Got Lotnisko;Gotartowice Lotnisko;Got Lotnisko;;Gotartowice Lotnisko;Gotartowice Lotnisko;¯orska;Rybnik;;RYBNIK;GOTARTOWICE;;56;.GRZEGORZ;23-04-2021;13:11:12;;;;;;;
314;¯orska;R-k Gotartowice Lotnisko;;;;Gotart...;28;1;1;;;;;;;ABus;;;18,38,13.5;50,04,17.1;Brak;50;;Got Lotnisko;Gotartowice Lotnisko;Got Lotnisko;;Gotartowice Lotnisko;Gotartowice Lotnisko;¯orska;Rybnik;;RYBNIK;GOTARTOWICE;;57;.GRZEGORZ;23-04-2021;13:11:46;;;;;;;
315;Gotartowicka;R-k Gotartowice Stra¿;;;;Gotart...;44;1;0;;;;;;;ABus;;;18,36,59.0;50,04,30.0;Brak;50;;Got Stra¿;Gotartowice Stra¿;Got Stra¿;;Gotartowice Stra¿;Gotartowice Stra¿;Gotartowicka;Rybnik;;RYBNIK;GOTARTOWICE;;83;.GRZEGORZ;23-04-2021;13:12:05;;;;;;;
316;Gotartowicka;R-k Gotartowice Stra¿;;;;Stare;44;0;0;;;;;;;ABus;;;18,36,59.0;50,04,30.8;Brak;50;;Got Stra¿;Gotartowice Stra¿;Got Stra¿;;Gotartowice Stra¿;Gotartowice Stra¿;Gotartowicka;Rybnik;;RYBNIK;GOTARTOWICE;;82;.GRZEGORZ;23-04-2021;13:12:22;;;;;;;
317;Wolna;R-k Gotartowice Sygna³y;;;;Gotart...;170;0;0;;;;;;;ABus;;;18,36,56.2;50,05,03.1;Brak;50;;Got Sygna³y;Gotartowice Sygna³y;Got Sygan³y;;Gotartowice Sygna³y;Gotartowice Sygna³y;Wolna;Rybnik;;RYBNIK;GOTARTOWICE;;334;.GRZEGORZ;23-04-2021;13:12:39;;;;;;;
318;Wolna;R-k Gotartowice Sygna³y;;;;Wolna;170;1;0;;;;;;;ABus;;;18,36,56.2;50,05,03.1;Brak;50;;Got Sygna³y;Gotartowice Sygna³y;Got Sygan³y;;Gotartowice Sygna³y;Gotartowice Sygna³y;Wolna;Rybnik;;RYBNIK;GOTARTOWICE;;335;.GRZEGORZ;23-04-2021;13:13:40;;;;;;;
319;Poloczka;R-k Grabownia I;;;;Poloczka;316;0;0;;;;;;;ABus;;;18,31,53.6;50,08,27.2;Brak;50;;Grabownia I;Grabownia I;Grabownia I;;Grabownia I;Grabownia I;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;653;.GRZEGORZ;28-02-2018;09:18:08;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#12;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
320;Poloczka;R-k Grabownia Olszowiec;;;;Koniec;215;0;0;;;;;;;ABus;;;18,30,59.0;50,08,29.0;Brak;50;;Gr Olszowiec;Grabownia Olszowiec;Gr Olszowiec;;Grabownia Olszowiec;Grabownia Olszowiec;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;439;.GRZEGORZ;23-04-2021;13:19:23;;;;;;;
321;Poloczka;R-k Grabownia Olszowiec;;;;Poloczka;215;1;0;;;;;;;ABus;;;18,30,59.0;50,08,29.0;Brak;50;;Gr Olszowiec;Grabownia Olszowiec;Gr Olszowiec;;Grabownia Olszowiec;Grabownia Olszowiec;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;440;.GRZEGORZ;11-05-2017;09:05:58;;;;;;;
322;Poloczka;R-k Grabownia Olszowiec;;;;14;215;2;0;;;;;;;ABus;;;18,30,59.0;50,08,29.0;Brak;50;;Gr Olszowiec;Grabownia Olszowiec;Gr Olszowiec;;Grabownia Olszowiec;Grabownia Olszowiec;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;498;.GRZEGORZ;23-04-2021;13:20:39;;;;;;;
323;Poloczka;R-k Grabownia Poloczka;;;;Olszowiec;214;0;0;;;;;;;ABus;;;18,31,41.2;50,08,22.9;Brak;50;;Gr Poloczka;Grabownia Poloczka;Gr Poloczka;;Grabownia Poloczka;Grabownia Poloczka;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;438;.GRZEGORZ;11-05-2017;09:06:04;;;;;;;
324;Poloczka;R-k Grabownia Poloczka;;;;Szko³a;214;1;0;;;;;;;ABus;;;18,31,41.2;50,08,22.9;Brak;50;;Gr Poloczka;Grabownia Poloczka;Gr Poloczka;;Grabownia Poloczka;Grabownia Poloczka;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;499;.GRZEGORZ;23-04-2021;13:20:57;;;;;;;
325;Poloczka;R-k Grabownia Sklep;;;;Sklep;317;0;0;;;;;;;ABus;;;18,31,23.6;50,08,23.0;Brak;50;;Gr Sklep;Grabownia Sklep;Gr Sklep;;Grabownia Sklep;Grabownia Sklep;Poloczka;Rybnik;;RYBNIK;GRABOWNIA;;654;.GRZEGORZ;28-02-2018;09:18:56;;;;;;;
326;Robotnicza;R-k Kamieñ Las;;;;Robotnicza;151;0;0;;;;;;;ABus;;;18,35,36.8;50,07,04.2;Brak;50;;Kamieñ Las;Kamieñ Las;Kamieñ Las;;Kamieñ Las;Kamieñ Las;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;302;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
327;Robotnicza;R-k Kamieñ Las;;;;Miko³owska;151;1;0;;;;;;;ABus;;;18,35,36.8;50,07,04.2;Brak;50;;Kamieñ Las;Kamieñ Las;Kamieñ Las;;Kamieñ Las;Kamieñ Las;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;303;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
328;Robotnicza;R-k Kamieñ Oœrodek Sportowy;;;;Robotnicza;153;1;0;;;;;;;ABus;;;18,35,46.2;50,07,56.5;Brak;50;;K Oœr Sport;Kamieñ Oœrodek Sportowy;K Oœr Sport;;Kamieñ Oœrodek Sportowy;Kamieñ Oœrodek Sportowy;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;307;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
329;Robotnicza;R-k Kamieñ Oœrodek Sportowy;;;;Szko³a;153;0;0;;;;;;;ABus;;;18,35,47.6;50,07,58.2;Brak;50;;K Oœr Sport;Kamieñ Oœrodek Sportowy;K Oœr Sport;;Kamieñ Oœrodek Sportowy;Kamieñ Oœrodek Sportowy;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;306;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
330;Pojdy;R-k Kamieñ Pojdy;;;;Skrzy¿;162;0;0;;;;;;;ABus;;;18,35,54.0;50,08,45.0;Brak;50;;K Pojdy;Kamieñ Pojdy;K Pojdy;;Kamieñ Pojdy;Kamieñ Pojdy;Pojdy;Rybnik;;RYBNIK;KAMIEÑ;;320;.GRZEGORZ;11-05-2017;09:06:42;;;;;;;
331;Pojdy;R-k Kamieñ Pojdy;;;;Ksi¹¿enice;162;1;0;;;;;;;ABus;;;18,35,54.0;50,08,45.0;Brak;50;;K Pojdy;Kamieñ Pojdy;K Pojdy;;Kamieñ Pojdy;Kamieñ Pojdy;Pojdy;Rybnik;;RYBNIK;KAMIEÑ;;648;.GRZEGORZ;23-04-2021;13:21:27;;;;;;;
332;Pojdy;R-k Kamieñ Pojdy;;;;Knurów;162;2;1;;;;;;;ABus;;;18,35,54.0;50,08,45.0;Brak;50;;K Pojdy;Kamieñ Pojdy;K Pojdy;;Kamieñ Pojdy;Kamieñ Pojdy;Pojdy;Rybnik;;RYBNIK;KAMIEÑ;;691;.GRZEGORZ;11-05-2017;09:06:42;;;;;;;
333;Robotnicza;R-k Kamieñ Robotnicza;;;;K¹pielisko;152;0;0;;;;;;;ABus;;;18,35,40.4;50,07,43.4;Brak;50;;K Robotnicza;Kamieñ Robotnicza;K Robotnicza;;Kamieñ Robotnicza;Kamieñ Robotnicza;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;304;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
334;Robotnicza;R-k Kamieñ Robotnicza;;;;Las;152;1;0;;;;;;;ABus;;;18,35,37.8;50,07,38.9;Brak;50;;K Robotnicza;Kamieñ Robotnicza;K Robotnicza;;Kamieñ Robotnicza;Kamieñ Robotnicza;Robotnicza;Rybnik;;RYBNIK;KAMIEÑ;;305;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
335;Willowa;R-k Kamieñ Rzêdówka;;;;Leszczyny;156;0;0;;;;;;;ABus;;;18,37,01.6;50,08,31.0;Brak;50;;K Rzêdówka;Kamieñ Rzêdówka;K Rzêdówka;;Kamieñ Rzêdówka;Kamieñ Rzêdówka;Willowa;Rybnik;;RYBNIK;KAMIEÑ;;313;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
336;Willowa;R-k Kamieñ Rzêdówka;;;;Szewczyka;156;1;0;;;;;;;ABus;;;18,37,01.6;50,08,31.0;Brak;50;;K Rzêdówka;Kamieñ Rzêdówka;K Rzêdówka;;Kamieñ Rzêdówka;Kamieñ Rzêdówka;Willowa;Rybnik;;RYBNIK;KAMIEÑ;;314;.GRZEGORZ;23-04-2021;13:22:12;;;;;;;
337;Pojdy;R-k Kamieñ Skrzy¿owanie;;;;K¹pielisko;163;0;0;;;;;;;ABus;;;18,36,02.0;50,08,26.0;Brak;50;;K Skrzy¿;Kamieñ Skrzy¿owanie;K Skrzy¿;;Kamieñ Skrzy¿owanie;Kamieñ Skrzy¿owanie;Pojdy;Rybnik;;RYBNIK;KAMIEÑ;;321;.GRZEGORZ;11-05-2017;09:07:07;;;;;;;
338;Pojdy;R-k Kamieñ Skrzy¿owanie;;;;Pojdy;163;1;0;;;;;;;ABus;;;18,36,02.0;50,08,26.0;Brak;50;;K Skrzy¿;Kamieñ Skrzy¿owanie;K Skrzy¿;;Kamieñ Skrzy¿owanie;Kamieñ Skrzy¿owanie;Pojdy;Rybnik;;RYBNIK;KAMIEÑ;;647;.GRZEGORZ;23-04-2021;13:22:36;;;;;;;
339;Szewczyka;R-k Kamieñ Szewczyka;;;;Rzêdówka;251;0;0;;;;;;;ABus;;;18,36,43.0;50,08,38.7;Brak;50;;K Szewczyka;Kamieñ Szewczyka;K Szewczyka;;Kamieñ Szewczyka;Kamieñ Szewczyka;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;521;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
340;Szewczyka;R-k Kamieñ Szewczyka;;;;Szko³a;251;1;0;;;;;;;ABus;;;18,36,43.0;50,08,38.7;Brak;50;;K Szewczyka;Kamieñ Szewczyka;K Szewczyka;;Kamieñ Szewczyka;Kamieñ Szewczyka;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;522;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
341;Szewczyka;R-k Kamieñ Szko³a;;;;K¹pielisko;154;1;0;;;;;;;ABus;;;18,36,12.3;50,08,23.2;Brak;50;;K Szko³a;Kamieñ Szko³a;K Szko³a;;Kamieñ Szko³a;Kamieñ Szko³a;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;309;.GRZEGORZ;24-11-2017;08:47:53;;;;;;;
342;Szewczyka;R-k Kamieñ Szko³a;;;;Szewczyka;154;0;0;;;;;;;ABus;;;18,36,12.3;50,08,23.3;Brak;50;;K Szko³a;Kamieñ Szko³a;K Szko³a;;Kamieñ Szko³a;Kamieñ Szko³a;Szewczyka;Rybnik;;RYBNIK;KAMIEÑ;;308;.GRZEGORZ;23-04-2021;13:23:08;;;;;;;
343;;R-k Kar³owicza;;;;pod wa³em;412;0;0;;;;;;;ABus;;;00,00,00.0;00,00,00.0;Brak;0;;R-k Kar³owicza;R-k Kar³owicza;R-k Kar³owicza;;R-k Kar³owicza;R-k Kar³owicza;;;;;;;840;ALASKA0;15-03-2018;13:43:03;;;;;;;
344;W³oœciañska;R-k K³okocin Osiedle;;;;U. Celny;139;0;0;;;;;;;ABus;;;18,37,19.9;50,03,16.9;Brak;50;;K³ Osiedle;K³okocin Osiedle;K³ Osiedle;;K³okocin Osiedle;K³okocin Osiedle;W³oœciañska;Rybnik;;RYBNIK;K£OKOCIN;;279;.GRZEGORZ;23-04-2021;13:24:25;;;;;;;
345;W³oœciañska;R-k K³okocin Osiedle;;;;Pêtla;139;1;0;;;;;;;ABus;;;18,37,20.5;50,03,17.0;Brak;50;;K³ Osiedle;K³okocin Osiedle;K³ Osiedle;;K³okocin Osiedle;K³okocin Osiedle;W³oœciañska;Rybnik;;RYBNIK;K£OKOCIN;;280;.GRZEGORZ;11-05-2017;09:07:29;;;;;;;
346;Poligonowa;R-k K³okocin Osiedle;;;;U Celny;139;2;0;;;;;;;ABus;;;18,37,10.6;50,03,19.0;Brak;50;;K³ Osiedle;K³okocin Osiedle;K³ Osiedle;;K³okocin Osiedle;K³okocin Osiedle;Poligonowa;Rybnik;;RYBNIK;K£OKOCIN;;717;.GRZEGORZ;23-04-2021;13:24:49;;;;;;;
347;Poligonowa;R-k K³okocin Osiedle;;;;Poligonowa;139;3;0;;;;;;;ABus;;;18,37,10.6;50,03,19.0;Brak;50;;K³ Osiedle;K³okocin Osiedle;K³ Osiedle;;K³okocin Osiedle;K³okocin Osiedle;Poligonowa;Rybnik;;RYBNIK;K£OKOCIN;;718;.GRZEGORZ;11-05-2017;09:07:29;;;;;;;
348;W³oœciañska;R-k K³okocin Pêtla;;;;Osiedle;138;0;0;;;;;;;ABus;;;18,37,50.0;50,03,09.0;Brak;50;;K³ Pêtla;K³okocin Pêtla;K³ Pêtla;;K³okocin Pêtla;K³okocin Pêtla;W³oœciañska;Rybnik;;RYBNIK;K£OKOCIN;;277;.GRZEGORZ;11-05-2017;09:07:35;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#13;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
349;W³oœciañska;R-k K³okocin Pêtla;;;;Koniec;138;1;0;;;;;;;ABus;;;18,37,50.2;50,03,09.0;Brak;50;;K³ Pêtla;K³okocin Pêtla;K³ Pêtla;;K³okocin Pêtla;K³okocin Pêtla;W³oœciañska;Rybnik;;RYBNIK;K£OKOCIN;;278;.GRZEGORZ;23-04-2021;13:25:11;;;;;;;
350;Poligonowa;R-k K³okocin Poligonowa;;;;;339;0;0;;;;;;;ABus;;;18,37,00.9;50,03,08.7;Brak;50;;K³ Poligonowa;K³okocin Poligonowa;K³ Poligonowa;;K³okocin Poligonowa;K³okocin Poligonowa;Poligonowa;Rybnik;;RYBNIK;K£OKOCIN;;681;.GRZEGORZ;11-05-2017;09:07:40;;;;;;;
351;K³okociñska;R-k K³okocin Urz¹d Celny;;;;B K³ok...;140;0;0;;;;;;;ABus;;;18,36,38.0;50,03,27.0;Brak;50;;K³okocin UC;K³okocin Urz¹d Celny;K³okocin UC;;K³okocin Urz¹d Celny;K³okocin Urz¹d Celny;K³okociñska;Rybnik;;RYBNIK;K£OKOCIN;;281;.GRZEGORZ;23-04-2021;13:25:43;;;;;;;
352;K³okociñska;R-k K³okocin Urz¹d Celny;;;;Osiedle;140;1;0;;;;;;;ABus;;;18,36,38.0;50,03,27.0;Brak;50;;K³okocin UC;K³okocin Urz¹d Celny;K³okocin UC;;K³okocin Urz¹d Celny;K³okocin Urz¹d Celny;K³okociñska;Rybnik;;RYBNIK;K£OKOCIN;;282;.GRZEGORZ;11-05-2017;09:07:59;;;;;;;
353;;R-k Ligocka KuŸnia Ligocka;;;;G sygna³;372;0;0;;;;;;;ABus;;;18,36,05.7;50,05,09.2;Brak;50;;Ligocka;R-k Ligocka KuŸnia Ligocka;Ligocka;;R-k Ligocka KuŸnia Ligocka;R-k Ligocka KuŸnia Ligocka;;;;;;;748;DBTARAN1;15-03-2018;13:43:03;;;;;;;
354;;R-k Ligocka KuŸnia Ligocka;;;;LK Koœ;372;1;0;;;;;;;ABus;;;18,36,05.7;50,05,09.2;Brak;50;;Ligocka;R-k Ligocka KuŸnia Ligocka;Ligocka;;R-k Ligocka KuŸnia Ligocka;R-k Ligocka KuŸnia Ligocka;;;;;;;749;DBTARAN1;15-03-2018;13:43:03;;;;;;;
355;¯orska;R-k Ligota Ligocka KuŸnia;;;;Gotart..;26;0;0;;;;;;;ABus;;;18,36,02.1;50,04,59.0;Brak;50;;Lig KuŸnia;Ligota Ligocka KuŸnia;Lig KuŸnia;;Ligota Ligocka KuŸnia;Ligota Ligocka KuŸnia;¯orska;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;52;.GRZEGORZ;23-04-2021;13:27:08;;;;;;;
356;¯orska;R-k Ligota Ligocka KuŸnia;;;;R. Bog;26;1;0;;;;;;;ABus;;;18,35,55.7;50,05,01.3;Brak;50;;Lig KuŸnia;Ligota Ligocka KuŸnia;Lig KuŸnia;;Ligota Ligocka KuŸnia;Ligota Ligocka KuŸnia;¯orska;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;53;.GRZEGORZ;23-04-2021;13:28:04;;;;;;;
357;Boguszowicka;R-k Ligota Ligocka KuŸniaBoguszowicka;;;;Raszowiec;15;0;0;;;;;;;ABus;;;18,35,09.8;50,04,58.5;Brak;50;;L Boguszowicka;Ligota Ligocka KuŸniaBoguszowicka;L Boguszowicka;;Ligota Ligocka KuŸniaBoguszowicka;Ligota Ligocka KuŸniaBoguszowicka;Boguszowicka;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;31;.GRZEGORZ;11-05-2017;09:08:38;;;;;;;
358;Boguszowicka;R-k Ligota Ligocka KuŸniaBoguszowicka;;;;R Bog;15;1;0;;;;;;;ABus;;;18,35,10.0;50,04,55.9;Brak;50;;L Boguszowicka;Ligota Ligocka KuŸniaBoguszowicka;L Boguszowicka;;Ligota Ligocka KuŸniaBoguszowicka;Ligota Ligocka KuŸniaBoguszowicka;Boguszowicka;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;32;.GRZEGORZ;23-04-2021;13:28:24;;;;;;;
359;¯orska;R-k Ligota Ligocka KuŸniaKaplica;;;;R Bog;13;0;0;;;;;;;ABus;;;18,34,38.6;50,05,20.4;Brak;50;;L Kaplica;Ligota Ligocka KuŸnia Kaplica;L Kaplica;;Ligota Ligocka KuŸnia Kaplica;Ligota Ligocka KuŸnia Kaplica;¯orska;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;27;.GRZEGORZ;23-04-2021;13:28:39;;;;;;;
360;Prosta;R-k Ligota Ligocka KuŸniaKaplica;;;;¯orska;13;1;0;;;;;;;ABus;;;18,34,45.1;50,05,28.4;Brak;50;;L Kaplica;Ligota Ligocka KuŸnia Kaplica;L Kaplica;;Ligota Ligocka KuŸnia Kaplica;Ligota Ligocka KuŸnia Kaplica;Prosta;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;28;.GRZEGORZ;11-05-2017;09:08:43;;;;;;;
361;Wolna;R-k Ligota Ligocka KuŸniaKoœció³;;;;Skrzy¿;169;1;0;;;;;;;ABus;;;18,35,55.0;50,05,20.2;Brak;50;;LK Koœció³;Ligota Ligocka KuŸnia Koœció³;LK Koœció³;;Ligota Ligocka KuŸnia Koœció³;Ligota Ligocka KuŸnia Koœció³;Wolna;Rybnik;;RYBNIK;LIGOTA LIGOCKAKUNIA;;333;.GRZEGORZ;23-04-2021;13:29:04;;;;;;;
